C0_names,C0_logfold,C0_pvals_adj,C0_z_score,C1_names,C1_logfold,C1_pvals_adj,C1_z_score,C2_names,C2_logfold,C2_pvals_adj,C2_z_score,C3_names,C3_logfold,C3_pvals_adj,C3_z_score,C4_names,C4_logfold,C4_pvals_adj,C4_z_score,C5_names,C5_logfold,C5_pvals_adj,C5_z_score,C6_names,C6_logfold,C6_pvals_adj,C6_z_score,C7_names,C7_logfold,C7_pvals_adj,C7_z_score,C8_names,C8_logfold,C8_pvals_adj,C8_z_score,C9_names,C9_logfold,C9_pvals_adj,C9_z_score,C10_names,C10_logfold,C10_pvals_adj,C10_z_score,C11_names,C11_logfold,C11_pvals_adj,C11_z_score,C12_names,C12_logfold,C12_pvals_adj,C12_z_score,C13_names,C13_logfold,C13_pvals_adj,C13_z_score,C14_names,C14_logfold,C14_pvals_adj,C14_z_score,C15_names,C15_logfold,C15_pvals_adj,C15_z_score,C16_names,C16_logfold,C16_pvals_adj,C16_z_score
CA11,0.68604225,0.0010051709041345278,3.6656072,NLRP12,-0.024314279,1.0,0.19696134,RASSF9,-12.648678,1.0,-0.0017617292,FNBP4,-0.05644504,0.8466377412380811,1.1416762,PHLDB3,2.6905372,0.5390824803074361,1.2147889,PCDHA5,-17.119278,1.0,-0.003918294,ECD,0.016192997,6.137231342117956e-07,5.2586303,ADH1C,2.6733472,1.0,0.039686505,CHRNA9,-17.38588,1.0,-0.0049837274,C7orf77,0.0,1.0,0.0,ZNF324,-0.28773567,1.0,0.22703871,CTRB1,-16.761608,1.0,-0.010277601,PYCR3,2.9221935,1.0,0.65504473,GLRX3,0.32396957,1.0,0.5779089,CCDC152,1.5159464,1.0,0.18625356,RIPPLY2,-16.04486,1.0,-0.0014145592,OR51A2,-16.036879,1.0,-0.0005758961
MFAP5,2.0489862,0.0010051709041345278,3.6655972,TMEM99,0.5772894,1.0,0.19629925,CXCL11,-16.346994,1.0,-0.0017617292,WDR26,-0.08274708,0.8472225063445488,1.1411424,FAM234A,0.27815548,0.5390824803074361,1.2146996,ACOXL,-16.10716,1.0,-0.003918294,NOA1,0.26488867,6.158899283139945e-07,5.2579393,CCDC38,2.5039132,1.0,0.039686505,RBP3,-17.575256,1.0,-0.0049837274,C20orf173,0.0,1.0,0.0,SEC63,0.20556413,1.0,0.2269575,OR10H2,-15.15588,1.0,-0.010277601,HJURP,0.108878076,1.0,0.65428203,SNRNP48,0.5782009,1.0,0.57782376,ACKR3,1.8067313,1.0,0.18620852,SLC1A6,-14.926412,1.0,-0.0014145592,SERTAD4,-17.096807,1.0,-0.0005758961
TAB3,-0.16627334,0.0010071162314550352,3.6650445,TMEM150A,0.19099683,1.0,0.19592717,MGAT4C,-16.050108,1.0,-0.0017617292,RAB7A,-0.04824358,0.8491165518044939,1.1395544,RIPK1,0.17097342,0.5392155940472348,1.2144426,EDDM3B,-12.939815,1.0,-0.003918294,HIF1AN,0.24855576,6.21904389321621e-07,5.2561083,NYAP1,0.9273322,1.0,0.039686505,MUC6,-17.123219,1.0,-0.0049837274,PAX4,0.0,1.0,0.0,GRB7,20.850857,1.0,0.22626138,PDYN,-16.98164,1.0,-0.010277601,FNTB,1.9540532,1.0,0.6541098,DIP2A,-1.0007472,1.0,0.57733446,CDKL5,0.08631281,1.0,0.18571302,OR52E5,-15.579871,1.0,-0.0014145592,OR2B2,-17.477154,1.0,-0.0005758961
COQ9,0.15480933,0.0010112651414834644,3.6639347,UBAP1L,1.2010037,1.0,0.19588341,DRD4,-15.1146555,1.0,-0.0017617292,PIBF1,0.2584387,0.849608890766965,1.138968,POGLUT1,0.5100431,0.5397022298668878,1.2135825,FCAMR,-15.079579,1.0,-0.003918294,NEPRO,0.04824626,6.222958731383291e-07,5.2559495,TMC5,1.7221955,1.0,0.039686505,ERICH2,-17.532095,1.0,-0.0049837274,LRRIQ1,0.0,1.0,0.0,RNF38,0.37590095,1.0,0.22618017,SLC2A12,-16.778667,1.0,-0.010277601,DEF6,0.35507378,1.0,0.65391296,ARHGEF9,-1.2474245,1.0,0.57697284,BAP1,0.18133806,1.0,0.18564996,ALPP,-15.389229,1.0,-0.0014145592,ECE2,-17.219652,1.0,-0.0005758961
SHLD1,0.45241773,0.0010121990615468513,3.6636407,TIMM10B,0.23233485,1.0,0.1958451,OR5H2,-16.927212,1.0,-0.0017617292,TAB3,-0.07749819,0.849608890766965,1.1388625,DOCK6,1.4382526,0.5397022298668878,1.2135434,MCCD1,-17.167093,1.0,-0.003918294,TRIM34,0.67099863,6.245711649738582e-07,5.2552347,SH2D4B,0.009175863,1.0,0.03933268,SLC17A2,-17.876781,1.0,-0.0049837274,NPIPB2,0.0,1.0,0.0,NEU4,2.4021068,1.0,0.22599454,KIR2DL4,-16.663904,1.0,-0.010277601,NDUFV3,0.48274764,1.0,0.6538145,IGF2R,0.32842213,1.0,0.57686645,FRAT1,0.58540803,1.0,0.18523555,ZP4,-16.04486,1.0,-0.0014145592,BTNL2,-16.036879,1.0,-0.0005758961
OSBPL3,-0.09811851,0.0010164882119479191,3.6625004,ARHGEF10,0.20166945,1.0,0.19537453,CDHR5,-15.42602,1.0,-0.0017617292,RHBDF2,0.37672088,0.8500297743821646,1.1384474,IRF6,2.1085498,0.540542587087313,1.2124264,C6,-16.10716,1.0,-0.003918294,ATG16L2,-0.018073702,6.262344180241115e-07,5.2547026,ELMO3,0.48246008,1.0,0.039237622,CNTN1,-15.828485,1.0,-0.0049837274,RTP1,0.0,1.0,0.0,R3HCC1,0.28774273,1.0,0.2246371,DNAAF1,-16.925148,1.0,-0.010277601,SESTD1,0.22118272,1.0,0.6535193,B4GALT3,-0.03728791,1.0,0.5766963,CTPS2,0.08442844,1.0,0.18521753,SLC6A5,-14.946513,1.0,-0.0014145592,KCNJ16,-17.096807,1.0,-0.0005758961
RBM3,-0.016949594,0.0010336544005015084,3.6581519,TCEANC2,0.096788496,1.0,0.19440603,KERA,-16.05255,1.0,-0.0017617292,PACS2,-0.08766586,0.8502673437218967,1.138164,SHMT1,0.6698924,0.540542587087313,1.2123705,ADAMTS20,-16.309837,1.0,-0.003918294,ALDH4A1,0.38600624,6.27694869599225e-07,5.2542305,PCNX4,0.33313113,1.0,0.03829761,HMGB4,-16.76575,1.0,-0.0049837274,TNFRSF17,0.0,1.0,0.0,P2RX6,0.85099596,1.0,0.2245559,WFDC1,-17.910769,1.0,-0.010277601,TRAM2,1.8818331,1.0,0.6531748,SMURF1,0.33606407,1.0,0.5765686,AGER,-0.51715887,1.0,0.18492022,GNAT3,-16.2888,1.0,-0.0014145592,OR52E2,-16.962147,1.0,-0.0005758961
TIMM10B,0.14720124,0.00103726957694005,3.6571991,ZNF444,-0.21800287,1.0,0.19390263,C12orf54,-16.633974,1.0,-0.0017617292,CRYZ,0.043349832,0.8507893232917336,1.1376765,FBXO4,0.56076634,0.5412759653510333,1.2114155,RNASE12,-16.10716,1.0,-0.003918294,ASXL1,-0.06716413,6.328245429991297e-07,5.2526894,ANKIB1,0.07324997,1.0,0.038107492,DNAJC5G,-17.116634,1.0,-0.0049837274,SHISA9,0.0,1.0,0.0,SPATA9,2.2088983,1.0,0.22323327,TLL1,-16.273504,1.0,-0.010277601,C1orf112,1.477616,1.0,0.6530764,YY1,-0.8917693,1.0,0.5765261,ZNF790,0.11740947,1.0,0.18457788,CASP14,-17.10479,1.0,-0.0014145592,SOX9,-12.63545,1.0,-0.0005758961
OSBPL10,2.354744,0.0010397863738003726,3.65652,SLC16A8,19.449896,1.0,0.19359075,OR4X2,-16.392988,1.0,-0.0017617292,FEM1A,0.25888833,0.8512839541839261,1.1372086,ZMPSTE24,0.30919245,0.5428371029726807,1.2095333,DSG1,-16.10716,1.0,-0.003918294,FXR2,-0.026914945,6.46003522848653e-07,5.24885,LAS1L,0.18096814,1.0,0.03808637,POU3F3,-17.123219,1.0,-0.0049837274,TAS2R39,0.0,1.0,0.0,SCFD2,0.35259253,1.0,0.22267638,TTYH1,-17.341448,1.0,-0.010277601,HERC1,0.3733593,1.0,0.6530518,FAM174C,0.27283096,1.0,0.57646227,RARS2,0.13185771,1.0,0.18448779,TACR3,-16.231724,1.0,-0.0014145592,TTC16,-15.52798,1.0,-0.0005758961
PA2G4,-0.01177642,0.0010432978790316544,3.6555974,PIP5KL1,0.62327254,1.0,0.19347036,CSMD1,-17.274967,1.0,-0.0017617292,ZBTB17,-0.03958269,0.8518421421841323,1.1365826,ATP2A2,0.015411452,0.5428371029726807,1.209483,MAGEA9B,-15.906508,1.0,-0.003918294,CNOT2,0.034480985,6.600791534247842e-07,5.244791,WDR97,0.050846417,1.0,0.038001873,FAM3D,-18.059532,1.0,-0.0049837274,DPT,0.0,1.0,0.0,GNG11,0.3834312,1.0,0.22171341,ZBBX,-16.450274,1.0,-0.010277601,WDR73,1.0247236,1.0,0.65270734,NUBP2,-1.1548645,1.0,0.57637715,SFMBT1,0.09288065,1.0,0.18436167,DRD1,-17.10479,1.0,-0.0014145592,LPAR4,-13.206002,1.0,-0.0005758961
CSTF2T,0.043655228,0.001045126112851069,3.6550906,SRPX,0.50341934,1.0,0.19329527,PRMT8,-15.660928,1.0,-0.0017617292,PECR,0.055178933,0.8520966833629774,1.1360818,PRR12,0.7635284,0.546226083680886,1.2052606,RNASE9,-17.688585,1.0,-0.003918294,IQGAP2,-0.093452856,6.736659380267988e-07,5.2409472,TTC5,0.0368066,1.0,0.03721501,ZNF469,-14.585185,1.0,-0.0049837274,SLC5A11,0.0,1.0,0.0,SPA17,1.5545955,1.0,0.2215858,DPP6,-14.838421,1.0,-0.010277601,ARL6IP4,0.30577618,1.0,0.6526581,HSPA1A,0.44199303,1.0,0.5751646,ZNF138,-0.1567746,1.0,0.18432562,OR1I1,-14.789566,1.0,-0.0014145592,TAF11L4,-17.096807,1.0,-0.0005758961
ZNF32,0.024230873,0.0010530540354684174,3.6530938,SLC31A2,0.19571608,1.0,0.19187261,DEFB131B,-15.356539,1.0,-0.0017617292,CMTM7,-0.029025143,0.8520966833629774,1.136062,SEC24A,0.09419806,0.5476981685025146,1.2034342,TRNP1,-12.92493,1.0,-0.003918294,STX8,-0.051399946,6.755578339739389e-07,5.2403865,DCAF13,0.09984941,1.0,0.036702756,GNG8,-16.930506,1.0,-0.0049837274,NYX,0.0,1.0,0.0,SH2D3A,-0.22370827,1.0,0.22119133,APELA,-16.571272,1.0,-0.010277601,DDX5,0.060880132,1.0,0.652166,CCDC169,1.575865,1.0,0.57512206,CFAP97D1,2.4252613,1.0,0.18308237,ARMC3,-17.10479,1.0,-0.0014145592,OR52A5,-15.836227,1.0,-0.0005758961
FNTA,-0.104174055,0.0010549190327529983,3.652582,KIF1B,0.041303102,1.0,0.19064146,FGF6,-16.657549,1.0,-0.0017617292,TEFM,0.2521759,0.8527662345899578,1.135469,CHKB,0.34102795,0.5478737733332112,1.2030879,CADPS,-16.10716,1.0,-0.003918294,KIAA1143,0.3354004,6.833261527314094e-07,5.2382336,OSR2,0.34299156,1.0,0.036259152,GABRG2,-16.556078,1.0,-0.0049837274,RFPL1,0.0,1.0,0.0,GATA4,5.392869,1.0,0.22094768,CLDN4,-16.132814,1.0,-0.010277601,REXO1,0.6507485,1.0,0.65189534,OCEL1,-0.81440765,1.0,0.5748668,SCN11A,1.9662595,1.0,0.18299228,LITAFD,-15.993188,1.0,-0.0014145592,THRSP,-16.036879,1.0,-0.0005758961
USP10,-0.09726214,0.0010582484142737253,3.6517153,ELF2,0.12281166,1.0,0.19002315,FGF23,-17.110039,1.0,-0.0017617292,LZTR1,0.20230173,0.8537761730085257,1.1346321,TTC38,0.88666934,0.5483392423628615,1.2025071,OPALIN,-17.167093,1.0,-0.003918294,LAMC1,0.31636858,7.002938739742823e-07,5.2336607,ADAM22,0.7342249,1.0,0.03619578,OPTC,-17.653013,1.0,-0.0049837274,OR5A2,0.0,1.0,0.0,KCTD19,5.243587,1.0,0.22092448,AKR1B10,-14.227461,1.0,-0.010277601,SBNO1,0.2498059,1.0,0.6518462,KIF18A,-0.4537753,1.0,0.57463276,HEYL,-0.5661951,1.0,0.18227156,IL22,-17.057526,1.0,-0.0014145592,LINC02218,-14.998987,1.0,-0.0005758961
PLPBP,-0.05725623,0.0010594317460023948,3.6513705,OTUB2,0.48975974,1.0,0.18980975,NKX1-1,-15.258646,1.0,-0.0017617292,PSMC3,-0.07091204,0.8542809750623491,1.1341578,CARD16,0.7719372,0.5490326752145991,1.2016023,UPK3A,-14.5123,1.0,-0.003918294,POLD1,0.16927293,7.031282752049609e-07,5.2328715,CEP162,0.050387748,1.0,0.03612185,FIBCD1,-17.374002,1.0,-0.0049837274,LHX8,0.0,1.0,0.0,PPT2,0.821076,1.0,0.22091287,EBF4,-16.76275,1.0,-0.010277601,EPHB6,0.8247787,1.0,0.6504929,WDR53,1.8150154,1.0,0.5745689,LIMD1,0.14399122,1.0,0.18226255,CCDC140,-17.62628,1.0,-0.0014145592,KIF19,-13.856464,1.0,-0.0005758961
ATXN2L,-0.05814862,0.001065462051699733,3.6498551,EPB41L5,0.49667263,1.0,0.18973315,SLC26A1,-16.050108,1.0,-0.0017617292,MNAT1,0.17595077,0.8545284009291014,1.1338677,FAM229B,1.5388545,0.5510285163855875,1.1992174,OR6C74,-17.799458,1.0,-0.003918294,POLD3,0.30503437,7.191887554803767e-07,5.228654,FBXL16,0.26079306,1.0,0.035878923,VPS37D,-16.279,1.0,-0.0049837274,RNF148,0.0,1.0,0.0,TMSB15A,2.570399,1.0,0.22090128,ENTPD8,-16.766298,1.0,-0.010277601,SIMC1,0.8176174,1.0,0.65044373,NUP37,-0.26555678,1.0,0.57431364,SDHAF3,0.5232212,1.0,0.18225354,SLC17A6,-16.04486,1.0,-0.0014145592,BTBD17,-16.34357,1.0,-0.0005758961
USP47,0.09956114,0.0010689489888590035,3.6489582,EXOSC6,-0.013505055,1.0,0.18949239,TMEM271,-14.919929,1.0,-0.0017617292,YY1AP1,-0.039922103,0.8546186541566516,1.1335778,USP42,0.8251562,0.5515630397599411,1.1984857,CFAP221,-16.77929,1.0,-0.003918294,PSMB9,0.072300434,7.279372095896426e-07,5.2263746,ISL2,-0.21414305,1.0,0.035731055,NPFFR2,-17.370895,1.0,-0.0049837274,SPEF1,0.0,1.0,0.0,SLC38A8,3.3606308,1.0,0.22090128,MUC6,-17.215214,1.0,-0.010277601,EPC2,0.11943712,1.0,0.6504191,PHB,-0.37976703,1.0,0.5742286,TSG101,0.12582646,1.0,0.1820103,RGS7,-16.716986,1.0,-0.0014145592,HBG1,-15.380642,1.0,-0.0005758961
ZC3H3,-0.119392484,0.0010739916083214232,3.647691,NAV2,2.2073417,1.0,0.1894541,B4GALNT3,-12.378125,1.0,-0.0017617292,MYOM1,1.0738157,0.8559318389018847,1.1323655,ZNF570,1.468351,0.5526954448806136,1.1969554,SPINK7,-16.10716,1.0,-0.003918294,TXN2,0.10305384,7.378118393760118e-07,5.2238383,LIN52,0.08847716,1.0,0.035276894,AL772284.2,-17.395838,1.0,-0.0049837274,MS4A18,0.0,1.0,0.0,PSORS1C1,3.6798303,1.0,0.22090128,FOXL1,-17.344717,1.0,-0.010277601,CYP2S1,1.9082805,1.0,0.65022224,MAP3K6,-0.68236417,1.0,0.5736329,LAP3,0.15103059,1.0,0.18166795,NGB,-17.10479,1.0,-0.0014145592,B3GNT6,-16.036879,1.0,-0.0005758961
COMMD3,-0.14968316,0.00107537411644193,3.6472452,SLC43A3,0.079234235,1.0,0.18944862,FGFR3,-12.089919,1.0,-0.0017617292,SUPT6H,-0.104784295,0.8563820966979934,1.1318647,TEX261,0.31912446,0.5530229960789149,1.1965253,RNF212B,-16.10716,1.0,-0.003918294,RPTOR,0.18402539,7.412788522511728e-07,5.2229276,P2RY11,-0.09707731,1.0,0.03488082,SYNDIG1,-17.381197,1.0,-0.0049837274,SLC15A1,0.0,1.0,0.0,TMEM177,1.2354027,1.0,0.21992671,S100A14,-17.6797,1.0,-0.010277601,ABHD14B,0.8836526,1.0,0.64995164,FAM171A2,0.8969543,1.0,0.5736329,TMEM72,0.7782339,1.0,0.18137065,COX7B2,-17.597565,1.0,-0.0014145592,DEUP1,-14.85424,1.0,-0.0005758961
DYNC2LI1,0.27122295,0.00107537411644193,3.6472452,INAFM1,0.15095022,1.0,0.18897805,GLB1L3,-16.050108,1.0,-0.0017617292,MAP3K2,-0.11943859,0.8585163999586595,1.1298878,UMPS,0.79826134,0.553933437071372,1.1953189,CAPSL,-13.488255,1.0,-0.003918294,GNB1,0.07132061,7.531684693635911e-07,5.2199383,COX6C,-0.028975377,1.0,0.034785762,EFHD1,-15.615691,1.0,-0.0049837274,C16orf89,0.0,1.0,0.0,PEAK3,-0.05541257,1.0,0.21959026,BCO1,-17.13795,1.0,-0.010277601,ZBTB25,0.2514735,1.0,0.649927,LRRC2,-0.8380394,1.0,0.5735904,KAT14,0.54605496,1.0,0.18077606,ADAMTS20,-16.247536,1.0,-0.0014145592,FCRL3,-17.778957,1.0,-0.0005758961
ZNF407,0.013115321,0.001076652277827515,3.6468244,DDX19B,0.19486463,1.0,0.18878107,SPATA19,-16.7336,1.0,-0.0017617292,ATF6B,-0.07098461,0.8587460586981335,1.1296111,MYSM1,0.50617343,0.554328951648294,1.1947325,CYP2D6,-13.086772,1.0,-0.003918294,PGS1,0.018169513,7.705255562215808e-07,5.215674,PLXNA4,0.33669698,1.0,0.034579802,ZAP70,-17.732244,1.0,-0.0049837274,SLC5A1,0.0,1.0,0.0,SPRY4,1.0400007,1.0,0.21956705,FGF8,-15.752999,1.0,-0.010277601,TRAIP,3.4626238,1.0,0.64963174,COX6A1,0.39482334,1.0,0.5734627,AP5S1,0.09604873,1.0,0.18034361,FMO2,-16.04486,1.0,-0.0014145592,CDH18,-17.752739,1.0,-0.0005758961
NTPCR,0.54635394,0.00107772741641342,3.6465101,TBC1D31,0.53666705,1.0,0.18858956,ADAMTS8,-16.050108,1.0,-0.0017617292,SUFU,0.7563946,0.8595662351860082,1.1289126,ZNF677,1.1039764,0.5543806156317148,1.1945204,WNT8B,-16.45861,1.0,-0.003918294,ZHX1,-0.08095989,7.726208679538347e-07,5.2151275,FAM207A,0.34295717,1.0,0.03412564,GRM4,-16.781158,1.0,-0.0049837274,NPPC,0.0,1.0,0.0,ARSK,0.50093263,1.0,0.21940462,GPM6A,-17.215528,1.0,-0.010277601,PCMTD2,-0.07052998,1.0,0.64953333,NMT2,0.06598788,1.0,0.57320744,MFGE8,0.026897458,1.0,0.18007335,INS,-16.04486,1.0,-0.0014145592,ETV3L,-16.376913,1.0,-0.0005758961
SMAD4,-0.024479458,0.0010779107447641122,3.6464088,FAAH,0.5914,1.0,0.18827766,SMCO1,-15.849457,1.0,-0.0017617292,RNF146,0.15688108,0.8595930078055178,1.1287808,PWWP2B,0.70375913,0.5550524528723544,1.1935652,TACR3,-16.294025,1.0,-0.003918294,COQ2,0.30452344,7.884030478507745e-07,5.2113347,TINCR,1.2578812,1.0,0.033893276,CLDN17,-16.392635,1.0,-0.0049837274,MS4A15,0.0,1.0,0.0,PPP4R3A,0.2315908,1.0,0.21897535,GPR37L1,-16.887325,1.0,-0.010277601,IMP3,0.49081275,1.0,0.64847535,ILF3,0.2916882,1.0,0.5727182,RAD9B,-0.66253966,1.0,0.17969497,AGR2,-17.10479,1.0,-0.0014145592,SLC45A2,-11.666374,1.0,-0.0005758961
E2F4,-0.06156648,0.0010803704551370476,3.645765,CKB,0.44999763,1.0,0.1880369,B3GNT6,-16.050108,1.0,-0.0017617292,TFIP11,0.1228352,0.8599705047620262,1.1283987,TXNDC16,0.50809264,0.557166832634936,1.191186,UGT3A2,-16.10716,1.0,-0.003918294,ELOA,0.14624897,7.955765622407297e-07,5.2096114,C17orf67,1.4535613,1.0,0.033861592,OR52J3,-16.49845,1.0,-0.0049837274,TEX44,0.0,1.0,0.0,HDX,0.87128544,1.0,0.21897535,TRPM1,-14.342019,1.0,-0.010277601,CYB561,0.40231964,1.0,0.64800787,SAC3D1,0.37815514,1.0,0.57256925,PLPP7,1.515483,1.0,0.17939766,UPK3A,-14.450002,1.0,-0.0014145592,OR52R1,-16.392794,1.0,-0.0005758961
SMIM26,0.24952039,0.0010950419982064497,3.6422377,ZNF205,0.73410964,1.0,0.18779615,THRSP,-16.050108,1.0,-0.0017617292,PNO1,0.046854787,0.8607517033098357,1.1273905,POMP,0.1880191,0.557166832634936,1.1911469,PSMB11,-16.10716,1.0,-0.003918294,SLC30A5,0.07942236,7.966339423740023e-07,5.209322,CRISPLD2,0.29115692,1.0,0.033840466,OR51L1,-18.258556,1.0,-0.0049837274,C13orf42,0.0,1.0,0.0,MOCOS,-0.02426032,1.0,0.21889414,ECEL1,-16.060167,1.0,-0.010277601,SMYD5,1.1387634,1.0,0.64800787,GID4,-0.78448796,1.0,0.57195234,ADARB2,1.4985797,1.0,0.17935261,ESPNL,-15.24149,1.0,-0.0014145592,KDM4F,-17.096807,1.0,-0.0005758961
GNPAT,0.019125687,0.0010972788148296275,3.641655,ZNF212,0.25198573,1.0,0.18765388,KRTAP5-8,-16.050108,1.0,-0.0017617292,OAZ1,0.11334485,0.8618206275611301,1.1262901,C12orf45,0.6424364,0.5577520614813216,1.1903985,FMR1NB,-16.10716,1.0,-0.003918294,NDUFA13,0.016211586,7.970103359873217e-07,5.209191,MYBPH,0.059027683,1.0,0.033829905,ERFL,-16.687447,1.0,-0.0049837274,GRIN2A,0.0,1.0,0.0,SHPRH,0.5066925,1.0,0.21851127,CLEC17A,-17.441332,1.0,-0.010277601,SURF4,0.4736692,1.0,0.6478602,C7orf50,0.21383981,1.0,0.57193106,IARS2,0.06320122,1.0,0.17928055,CALML5,-16.952929,1.0,-0.0014145592,OR51F2,-16.036879,1.0,-0.0005758961
GRINA,0.37904832,0.001104683369590377,3.6398659,OSBPL10,0.75953305,1.0,0.18743502,FGF4,-16.722235,1.0,-0.0017617292,SMU1,0.24096999,0.8621885626673242,1.1258287,CWC27,0.46446446,0.5584060473524772,1.1895885,DPEP2NB,-16.10716,1.0,-0.003918294,VMA21,-0.024696233,7.996580147013945e-07,5.2085323,WNT9A,-0.0065849866,1.0,0.033808783,MAGEB18,-17.690039,1.0,-0.0049837274,CNTNAP2,0.0,1.0,0.0,GLS2,5.618721,1.0,0.21831404,HAPLN4,-16.351515,1.0,-0.010277601,TAF4,0.2741245,1.0,0.64781106,L1CAM,3.335306,1.0,0.5716332,MAN1C1,0.15521732,1.0,0.17917244,OR52E8,-15.09742,1.0,-0.0014145592,C6orf15,-15.690146,1.0,-0.0005758961
HAX1,0.10674575,0.0011073961002793294,3.6391766,UTP15,0.34944636,1.0,0.18743502,DDX25,-16.046942,1.0,-0.0017617292,SIGLEC10,-0.30541095,0.8621885626673242,1.1258024,DESI1,0.35157996,0.5602502879493712,1.1873881,OR10J5,-17.167093,1.0,-0.003918294,WDR45,0.12666863,8.008819331880722e-07,5.2082057,SLC10A4,-0.59323335,1.0,0.033766534,DMRTA2,-18.208796,1.0,-0.0049837274,SOX2,0.0,1.0,0.0,MPP2,4.727845,1.0,0.21829084,PTCHD4,-15.846023,1.0,-0.010277601,NAB1,0.32658115,1.0,0.647565,ST6GAL1,0.43343133,1.0,0.5712503,ORMDL2,0.07634045,1.0,0.17874,RXFP2,-14.141184,1.0,-0.0014145592,GPR83,-17.742556,1.0,-0.0005758961
SEC24D,-0.19371714,0.0011079546165971548,3.638989,ZNF747,0.09184268,1.0,0.1872052,CPZ,-15.372843,1.0,-0.0017617292,DHPS,0.043987904,0.8634249621535557,1.1245834,TOMM40L,0.6291608,0.5628830113888217,1.1844335,PCDHA6,-13.398548,1.0,-0.003918294,DEDD2,0.1390139,8.076974715079228e-07,5.2065897,ZNF221,-0.23515898,1.0,0.033439115,GPR88,-16.773779,1.0,-0.0049837274,CD19,0.0,1.0,0.0,ANKRD7,4.4054456,1.0,0.21826763,HEPN1,-18.495161,1.0,-0.010277601,SESN3,0.9910719,1.0,0.647565,NAXE,-0.15720949,1.0,0.5711439,PINX1,-0.0057055014,1.0,0.17854181,MLXIPL,-17.26972,1.0,-0.0014145592,LRRC71,-16.709005,1.0,-0.0005758961
VWA8,0.4178193,0.0011083389450651287,3.638842,PTPRM,0.26995978,1.0,0.18697539,FGFBP1,-14.626271,1.0,-0.0017617292,ERCC6L2,0.045918074,0.8648678340606495,1.1234435,BBX,0.3420791,0.5631458442303632,1.184076,PNPLA5,-17.688585,1.0,-0.003918294,LDLRAD4,0.5462499,8.094422083887652e-07,5.206146,HSPA14,0.59441215,1.0,0.03320675,KAAG1,-18.62928,1.0,-0.0049837274,SLC13A1,0.0,1.0,0.0,SAMD5,2.6420069,1.0,0.21824443,LRAT,-18.578407,1.0,-0.010277601,TSEN2,1.9224635,1.0,0.64699906,SMARCA4,0.21749738,1.0,0.57084614,SFR1,0.8847707,1.0,0.1784427,KIF12,-16.04486,1.0,-0.0014145592,ERVV-1,-16.036879,1.0,-0.0005758961
PPP4R3B,-0.03567051,0.001113445136242135,3.6376002,IPO4,0.6875229,1.0,0.18659784,C1QTNF7,-15.849457,1.0,-0.0017617292,UBE2V2,0.24263233,0.8653290597600627,1.12289,PHLDB2,1.2561415,0.5642827614701285,1.1826351,SCARA5,-17.25507,1.0,-0.003918294,WAS,-0.0985976,8.129473139728265e-07,5.2053003,SOX15,3.1907477,1.0,0.03319619,OR51A7,-17.488909,1.0,-0.0049837274,ASB15,0.0,1.0,0.0,CCNT2,0.23579675,1.0,0.21823283,DAO,-16.487413,1.0,-0.010277601,PPP2R1A,0.3884887,1.0,0.64680225,UQCRB,0.3886553,1.0,0.57073975,XKR8,0.09922248,1.0,0.1784427,PNPLA5,-17.62628,1.0,-0.0014145592,IZUMO1R,-13.690974,1.0,-0.0005758961
EXTL2,0.8370932,0.001130688959484568,3.6335812,F11,2.1250072,1.0,0.1860999,GPHA2,-13.935726,1.0,-0.0017617292,CTSK,0.060635854,0.8662528405254787,1.121974,TMPO,0.21854062,0.5651249524160579,1.1814287,RIPPLY2,-16.10716,1.0,-0.003918294,MED30,0.08949733,8.189347101860656e-07,5.2038946,RORC,2.6790383,1.0,0.03319619,PPP1R1C,-16.677595,1.0,-0.0049837274,SPANXN3,0.0,1.0,0.0,CPT1B,0.2000107,1.0,0.21798919,IL20,-16.811625,1.0,-0.010277601,CUX1,0.30833,1.0,0.64677763,SNF8,0.16495112,1.0,0.57050574,RADX,0.4322048,1.0,0.17825352,ROPN1B,-17.143408,1.0,-0.0014145592,HTR3E,-16.036879,1.0,-0.0005758961
ACTR8,-0.113250785,0.0011307693472959871,3.633505,ATP6V1C2,1.7589762,1.0,0.18606707,TMEM262,-15.641628,1.0,-0.0017617292,SLC22A16,1.063367,0.8662528405254787,1.121895,PMS1,0.9307659,0.5651450945378497,1.1812499,OR9K2,-16.10716,1.0,-0.003918294,YIPF4,-0.027335398,8.287268757060466e-07,5.201643,ULBP1,5.3122396,1.0,0.03319619,SLC17A8,-16.609299,1.0,-0.0049837274,OR2A14,0.0,1.0,0.0,SNRPD3,0.30541724,1.0,0.21788476,KANK4,-16.590794,1.0,-0.010277601,ZNF687,0.27277952,1.0,0.646753,SEC11C,0.34091824,1.0,0.5701867,PPP1R3E,0.55270135,1.0,0.17819946,UGT2A1,-17.10479,1.0,-0.0014145592,APOH,-14.14198,1.0,-0.0005758961
