C0_names,C0_logfold,C0_pvals_adj,C0_z_score,C1_names,C1_logfold,C1_pvals_adj,C1_z_score,C2_names,C2_logfold,C2_pvals_adj,C2_z_score,C3_names,C3_logfold,C3_pvals_adj,C3_z_score,C4_names,C4_logfold,C4_pvals_adj,C4_z_score,C5_names,C5_logfold,C5_pvals_adj,C5_z_score,C6_names,C6_logfold,C6_pvals_adj,C6_z_score,C7_names,C7_logfold,C7_pvals_adj,C7_z_score,C8_names,C8_logfold,C8_pvals_adj,C8_z_score,C9_names,C9_logfold,C9_pvals_adj,C9_z_score,C10_names,C10_logfold,C10_pvals_adj,C10_z_score,C11_names,C11_logfold,C11_pvals_adj,C11_z_score,C12_names,C12_logfold,C12_pvals_adj,C12_z_score,C13_names,C13_logfold,C13_pvals_adj,C13_z_score,C14_names,C14_logfold,C14_pvals_adj,C14_z_score,C15_names,C15_logfold,C15_pvals_adj,C15_z_score,C16_names,C16_logfold,C16_pvals_adj,C16_z_score,C17_names,C17_logfold,C17_pvals_adj,C17_z_score,C18_names,C18_logfold,C18_pvals_adj,C18_z_score,C19_names,C19_logfold,C19_pvals_adj,C19_z_score,C20_names,C20_logfold,C20_pvals_adj,C20_z_score
CAMSAP1,0.17479534,0.09573028498850732,2.0113714,CLDN18,0.0,1.0,0.0,IMPACT,0.08948698,2.849520136406396e-05,4.386544,LYZL4,-15.354266,1.0,-0.0036892986,ZP4,-15.245403,1.0,-0.0017098014,KRT37,-15.299394,1.0,-0.0028111064,NKX2-6,-16.269299,1.0,-0.0032914362,OTX2,-15.25811,1.0,-0.0017421474,TNFRSF13C,1.1828212,1.0,0.51324934,PRDM13,-14.435556,1.0,-0.0016414863,CERS5,0.37784678,0.0059536226413957035,3.1430511,SRP19,0.28917158,5.155296668364556e-31,11.714586,CIC,0.20960005,1.8433367508180261e-47,14.580545,TRPC1,1.3335899,8.444360410513754e-18,8.760756,TM9SF1,0.39225715,6.258532343332772e-35,12.457433,KRT3,-17.444008,1.0,-0.0075694616,OTUD6A,-14.695114,1.0,-0.0017492613,EPS8L3,-16.026058,1.0,-0.0028873899,GPR25,-16.8903,1.0,-0.0016199717,GJA8,-15.216513,1.0,-0.00046900185,DCDC1,-17.144442,1.0,-0.004588405
POLR2A,0.030030893,0.09583744948535065,2.0108519,DAZ2,0.0,1.0,0.0,TOPBP1,0.5391964,2.8611356246847324e-05,4.3856287,PRM1,-15.168617,1.0,-0.0036892986,HCN4,-11.210256,1.0,-0.0017098014,PZP,-16.117836,1.0,-0.0028111064,ZNF705G,-15.629289,1.0,-0.0032914362,SPEF1,-13.825186,1.0,-0.0017421474,TENT5B,1.1631141,1.0,0.51220006,DEFB4A,-15.242979,1.0,-0.0016414863,DLG4,0.43596676,0.00597182497700722,3.1420999,PPP1R12B,1.1684725,5.186694090772831e-31,11.714049,UBA1,0.34522718,1.9497175887241293e-47,14.576696,ULK1,0.2127436,8.813349685706985e-18,8.755879,NIT2,0.49162003,6.31444142748191e-35,12.456679,MAT1A,-17.643103,1.0,-0.0075694616,OR52A5,-15.061198,1.0,-0.0017492613,SAA4,-14.95925,1.0,-0.0028873899,MOG,-16.844727,1.0,-0.0016199717,ABCG8,-14.605878,1.0,-0.00046900185,ANKRD18B,-16.958292,1.0,-0.004588405
POLR2G,0.00048413745,0.09694120010194862,2.00564,GRM3,0.0,1.0,0.0,PCGF1,0.30979726,2.8773512827532027e-05,4.384369,OR6V1,-16.319836,1.0,-0.0036892986,GRID2,-13.337898,1.0,-0.0017098014,DCAF12L2,-16.262709,1.0,-0.0028111064,OR6Q1,-17.239746,1.0,-0.0032914362,C22orf42,-15.455128,1.0,-0.0017421474,SUCO,0.508907,1.0,0.5120936,OR2A12,-15.7551,1.0,-0.0016414863,UBLCP1,0.16051176,0.005987280887425037,3.1412852,TBC1D22A,0.35498098,5.453136030726515e-31,11.709757,PDLIM5,0.52505517,1.9516800043295045e-47,14.576609,SMARCD3,0.36809206,9.143437339488793e-18,8.751704,BEND6,0.7446135,6.549465089813522e-35,12.453743,LOXHD1,-18.512058,1.0,-0.0075694616,PGLYRP4,-15.780674,1.0,-0.0017492613,OTOS,-14.89224,1.0,-0.0028873899,USH2A,-16.131378,1.0,-0.0016199717,GLRA2,-11.882525,1.0,-0.00046900185,KCNMB2,-16.498215,1.0,-0.004588405
CLASP2,0.17499246,0.0971280257654976,2.0046794,ARSF,0.0,1.0,0.0,VAMP2,-0.036847733,2.9190635797396004e-05,4.381145,CCDC33,-11.765061,1.0,-0.0036892986,USP26,-14.548023,1.0,-0.0017098014,KRTAP4-6,-14.717023,1.0,-0.0028111064,MCIDAS,-16.05558,1.0,-0.0032914362,OR8H2,-15.246584,1.0,-0.0017421474,ZNF658,1.3224499,1.0,0.5120045,SLC1A7,-16.678988,1.0,-0.0016414863,DFFA,0.34884736,0.0060038172122004315,3.1402469,PRSS12,0.87874985,6.046412915889256e-31,11.700953,DPP8,0.40424705,2.1012328277792065e-47,14.5715475,RNF25,0.64439726,9.71839027300211e-18,8.744794,NETO2,0.7913052,6.940915565967872e-35,12.449088,ST8SIA5,-17.115517,1.0,-0.0075694616,OR51B6,-12.516174,1.0,-0.0017492613,TEX46,-15.283082,1.0,-0.0028873899,OR51L1,-17.306957,1.0,-0.0016199717,NMS,-15.200637,1.0,-0.00046900185,ZNF728,-16.374186,1.0,-0.004588405
C5orf15,0.38541993,0.09721873674680948,2.0042367,DMRTC2,0.0,1.0,0.0,ETFDH,0.7492485,2.9515990901375453e-05,4.37867,NGB,-16.319836,1.0,-0.0036892986,MAGEB16,-15.245403,1.0,-0.0017098014,TCHHL1,-14.992142,1.0,-0.0028111064,CAPN13,-15.861706,1.0,-0.0032914362,IFNA16,-15.246584,1.0,-0.0017421474,POLR3D,0.42401072,1.0,0.5118177,FUT9,-14.380737,1.0,-0.0016414863,HOXC4,1.113103,0.006028210989928831,3.1390014,DDX6,0.32157436,6.51590353054087e-31,11.694583,THYN1,0.16121024,2.9809911117001065e-47,14.547602,PTGR1,0.44867435,9.75976902662589e-18,8.7442875,PIGM,0.80510604,7.06831883050111e-35,12.447615,C2CD4D,-18.148678,1.0,-0.0075694616,KLB,-15.160685,1.0,-0.0017492613,CFHR4,-16.97722,1.0,-0.0028873899,OR52J3,-15.677927,1.0,-0.0016199717,CFTR,-16.161024,1.0,-0.00046900185,SERPINA6,-18.02873,1.0,-0.004588405
ATL2,0.19204034,0.09744457221209127,2.0031097,FAM71C,0.0,1.0,0.0,RNF138,-0.011837521,3.0049930097986015e-05,4.3746414,SLC5A1,-15.18709,1.0,-0.0036892986,OR1D5,-15.245403,1.0,-0.0017098014,NT5C1B,-15.297142,1.0,-0.0028111064,CDHR2,-17.21152,1.0,-0.0032914362,SLC5A1,-15.079409,1.0,-0.0017421474,NUDT11,0.62767106,1.0,0.51143533,OR8B4,-14.484808,1.0,-0.0016414863,BLM,1.4411533,0.006049614825624734,3.137905,KATNBL1,0.639139,6.6161878109347964e-31,11.693264,ITGA1,0.95960534,3.037621490396846e-47,14.546295,AHNAK2,1.158779,1.0265018831706085e-17,8.738477,PPP2R3C,0.33718428,7.083567013910549e-35,12.447421,SERPINB12,-16.506844,1.0,-0.0075694616,EPN3,-15.516004,1.0,-0.0017492613,MRGPRX4,-16.869768,1.0,-0.0028873899,TRIM15,-16.626997,1.0,-0.0016199717,ZNF429,-10.502461,1.0,-0.00046900185,MEPE,-16.371132,1.0,-0.004588405
MAML2,0.14308931,0.0975050462215596,2.0027983,PRR32,0.0,1.0,0.0,TMX4,0.18197127,3.143030335305475e-05,4.3646545,CFTR,-16.298782,1.0,-0.0036892986,IFNL1,-16.760868,1.0,-0.0017098014,RNF186,-16.262709,1.0,-0.0028111064,SOST,-16.604105,1.0,-0.0032914362,KCNH7,-15.861274,1.0,-0.0017421474,PTPN3,0.5221234,1.0,0.5087349,USP17L3,-16.866556,1.0,-0.0016414863,TENT2,0.19183742,0.006094542027683719,3.135505,SCNM1,0.22700642,6.642909238298432e-31,11.692899,TRMT112,0.27421698,3.071473690875437e-47,14.545518,AP3M1,0.24853107,1.0507172325007959e-17,8.735815,COQ5,0.6374384,7.498468189304768e-35,12.442855,NTS,-18.401857,1.0,-0.0075694616,SOX2,-16.244583,1.0,-0.0017492613,GFAP,-16.527315,1.0,-0.0028873899,GPR37L1,-15.968442,1.0,-0.0016199717,ASB11,-16.019108,1.0,-0.00046900185,PLA2G10,-18.496195,1.0,-0.004588405
RNF220,0.22529414,0.09751627001723115,2.0026996,DCAF12L1,0.0,1.0,0.0,RNF185,0.42320654,3.180440965811999e-05,4.3619776,ADAD2,-15.978518,1.0,-0.0036892986,IFITM5,-15.054983,1.0,-0.0017098014,CXorf66,-15.911833,1.0,-0.0028111064,ATP10B,-17.411842,1.0,-0.0032914362,DSPP,-12.966832,1.0,-0.0017421474,ABRAXAS1,0.49649167,1.0,0.50806355,EPHA7,-15.611944,1.0,-0.0016414863,ELOA,0.31669652,0.00611879664736042,3.134282,CXorf40A,0.62154084,6.662899726622904e-31,11.692621,FGF5,-0.17423601,3.3847850698976816e-47,14.538851,SNAP47,0.51926047,1.0644311013591914e-17,8.734323,TSSC4,0.47407606,7.785614452485573e-35,12.439832,PRAMEF10,-17.574308,1.0,-0.0075694616,ALLC,-14.771839,1.0,-0.0017492613,LYPD8,-16.753988,1.0,-0.0028873899,HBG1,-15.806703,1.0,-0.0016199717,NKX6-3,-14.906084,1.0,-0.00046900185,S100A14,-16.788988,1.0,-0.004588405
UQCRB,0.0009006832,0.09757627206865334,2.0023904,LGR5,0.0,1.0,0.0,BTBD9,0.2022117,3.352696227369621e-05,4.350277,PLA2G2F,-15.354266,1.0,-0.0036892986,AMER2,-15.245403,1.0,-0.0017098014,KRTAP20-4,-13.861302,1.0,-0.0028111064,KRTDAP,-16.642916,1.0,-0.0032914362,KRTAP4-1,-14.647672,1.0,-0.0017421474,TMPPE,0.905899,1.0,0.50775504,DUXB,-14.68103,1.0,-0.0016414863,CLEC16A,0.20594907,0.006120888586700193,3.1341183,MED19,0.5011333,6.691668009780534e-31,11.692233,STT3B,0.5108404,4.455371078940116e-47,14.519987,CLIP2,0.6359752,1.0877976980989383e-17,8.73184,NPTN,0.4898625,7.96337054344773e-35,12.438006,C4orf45,-17.367117,1.0,-0.0075694616,SGCZ,-12.7331085,1.0,-0.0017492613,ABRA,-16.295244,1.0,-0.0028873899,SFTA2,-16.69524,1.0,-0.0016199717,BHLHE22,-15.14432,1.0,-0.00046900185,SOX15,-16.647911,1.0,-0.004588405
SLC38A9,0.57107943,0.09757739093848394,2.0022852,SLC22A25,0.0,1.0,0.0,SLC16A3,0.12516773,3.3614671589110354e-05,4.349674,TBC1D28,-12.230424,1.0,-0.0036892986,AQP12A,-15.245403,1.0,-0.0017098014,TUNAR,-15.084262,1.0,-0.0028111064,HTR2B,-14.933775,1.0,-0.0032914362,OR9G4,-15.246584,1.0,-0.0017421474,SF3A3,0.36272073,1.0,0.505991,GABRR1,-15.562758,1.0,-0.0016414863,MICALL2,0.2713109,0.0062720197211594275,3.1266716,RCBTB1,0.55083364,6.701628913796189e-31,11.692084,DMAC1,0.525211,4.519360569276468e-47,14.518991,MRFAP1L1,0.5471467,1.1380260005652827e-17,8.7267065,NDFIP1,0.44670257,8.177177779758474e-35,12.435868,SPOCK3,-18.112055,1.0,-0.0075694616,CACNG4,-11.395579,1.0,-0.0017492613,SCN1A,-16.821562,1.0,-0.0028873899,PSORS1C2,-15.715778,1.0,-0.0016199717,FABP12,-13.6867695,1.0,-0.00046900185,NUTM2A,-16.530859,1.0,-0.004588405
ADH5,0.20980954,0.09849853272311472,1.998025,OR10P1,0.0,1.0,0.0,GDAP2,0.28084117,3.3717823513532434e-05,4.3489423,NR1I3,-16.319836,1.0,-0.0036892986,OR1D2,-12.889247,1.0,-0.0017098014,KRTAP4-1,-14.698229,1.0,-0.0028111064,SPEM1,-16.991722,1.0,-0.0032914362,OR5J2,-13.204511,1.0,-0.0017421474,MT1A,1.4921787,1.0,0.50552607,OR10S1,-14.92555,1.0,-0.0016414863,BCL2L13,0.1546645,0.006274599590629855,3.126481,LRFN3,1.3425914,6.73876723743417e-31,11.691592,BTF3L4,0.3660094,4.833262359795039e-47,14.514369,FBXW8,0.6475231,1.147943396589964e-17,8.725698,H2AFY2,0.67749006,8.904617071949329e-35,12.429013,CYP26A1,-15.692466,1.0,-0.0075694616,C1QL3,-14.9125595,1.0,-0.0017492613,MRGPRX1,-16.541502,1.0,-0.0028873899,NANOS2,-16.248455,1.0,-0.0016199717,ASB4,-16.621508,1.0,-0.00046900185,CAPN14,-16.226711,1.0,-0.004588405
NMNAT1,0.4563579,0.09955125516997648,1.9932867,TAAR8,0.0,1.0,0.0,NCLN,0.122541174,3.4044931296344575e-05,4.3467345,OR5K2,-15.354266,1.0,-0.0036892986,ACADL,-15.574217,1.0,-0.0017098014,KRTAP4-2,-16.182917,1.0,-0.0028111064,TBR1,-16.24059,1.0,-0.0032914362,C11orf42,-15.060936,1.0,-0.0017421474,USP51,1.1359138,1.0,0.50513935,OR6T1,-15.629614,1.0,-0.0016414863,THUMPD1,0.20024285,0.006274599590629855,3.1264353,RHEB,0.2781323,6.794959685152804e-31,11.690865,RAB1A,0.5313694,5.046379397139944e-47,14.511391,TOMM7,0.23405102,1.1492944489115738e-17,8.725537,CD3EAP,1.159472,9.323351804662184e-35,12.425318,LPO,-16.047293,1.0,-0.0075694616,NKX1-1,-14.508254,1.0,-0.0017492613,IL2,-17.632946,1.0,-0.0028873899,ERAS,-16.507864,1.0,-0.0016199717,OR1M1,-16.182077,1.0,-0.00046900185,RNASE7,-17.561237,1.0,-0.004588405
TCF7L2,0.26094416,0.1001808190203263,1.990421,COX4I2,0.0,1.0,0.0,RNF111,0.3959673,3.5384512173824326e-05,4.3381085,FEZF1,-14.849861,1.0,-0.0036892986,CCDC197,-12.266127,1.0,-0.0017098014,LYPD2,-16.078897,1.0,-0.0028111064,CSMD1,-16.593563,1.0,-0.0032914362,OR5T2,-16.55823,1.0,-0.0017421474,TMEM160,0.47143877,1.0,0.5042312,OR4D5,-16.357342,1.0,-0.0016414863,ETFB,0.16435608,0.0062806248669316335,3.1260955,GPR161,1.2765191,7.072780547085035e-31,11.687438,SRXN1,0.31571156,5.509148389296681e-47,14.505353,PRR7,0.8064017,1.1509797257164637e-17,8.725345,UBQLN2,0.2965701,9.329909231423851e-35,12.42524,SLC10A6,-17.226553,1.0,-0.0075694616,KRT20,-13.013748,1.0,-0.0017492613,FAM155B,-16.627705,1.0,-0.0028873899,ADGRF1,-15.032385,1.0,-0.0016199717,SDR16C5,-15.831202,1.0,-0.00046900185,ZNF676,-16.867033,1.0,-0.004588405
POLD3,0.14138488,0.10037994657712845,1.9895308,GLRA1,0.0,1.0,0.0,NT5C3A,0.81345505,3.599368732500318e-05,4.3342648,JPH3,-11.477084,1.0,-0.0036892986,PAEP,-16.20126,1.0,-0.0017098014,ACADL,-15.625957,1.0,-0.0028111064,LRRC70,-17.429632,1.0,-0.0032914362,GRID2,-13.339079,1.0,-0.0017421474,KATNB1,0.6556194,1.0,0.50409436,TEDDM1,-13.051557,1.0,-0.0016414863,FBXO48,1.4273974,0.006324105308438728,3.1240084,GHITM,0.29284918,7.14744587645918e-31,11.686523,CHMP7,0.37038183,5.758789506987579e-47,14.502293,PLEKHA8,0.7378494,1.1950664773109554e-17,8.721036,GID4,0.6779588,9.735404182406106e-35,12.421816,CXCL13,-18.50587,1.0,-0.0075694616,OR52R1,-15.573615,1.0,-0.0017492613,FYB2,-14.279329,1.0,-0.0028873899,HNF4A,-13.870336,1.0,-0.0016199717,MBD3L1,-13.279553,1.0,-0.00046900185,PLA2G12B,-14.976467,1.0,-0.004588405
GPR160,0.2519407,0.10069308113933896,1.9881122,MBD3L2B,0.0,1.0,0.0,ANKRD49,0.49204555,3.614151292120074e-05,4.333303,SGCZ,-12.840513,1.0,-0.0036892986,AL121578.2,-14.972902,1.0,-0.0017098014,KRTAP4-5,-15.368619,1.0,-0.0028111064,XCL1,-17.926867,1.0,-0.0032914362,OR52E5,-14.814708,1.0,-0.0017421474,RADIL,2.1381032,1.0,0.5032058,OR2A2,-16.745895,1.0,-0.0016414863,SDAD1,0.38149947,0.006343785414952348,3.1230364,JMY,0.6661948,7.383068723028353e-31,11.683745,SLIRP,0.35420126,5.808729287894195e-47,14.501681,CD109,0.4018784,1.2775999996930047e-17,8.713364,CCDC9B,1.1379158,9.760018265772269e-35,12.421592,CXCL11,-16.984776,1.0,-0.0075694616,CACNG5,-12.271499,1.0,-0.0017492613,CYP3A43,-17.896238,1.0,-0.0028873899,RETNLB,-15.982518,1.0,-0.0016199717,REG4,-14.605878,1.0,-0.00046900185,CARD14,-17.59003,1.0,-0.004588405
RALB,0.10579003,0.10092911890107327,1.9870203,TEX47,0.0,1.0,0.0,PYM1,0.4001053,3.696009272777764e-05,4.3282523,TREX2,-11.6419735,1.0,-0.0036892986,PZP,-16.066097,1.0,-0.0017098014,GPR31,-15.595906,1.0,-0.0028111064,OR8B12,-16.688969,1.0,-0.0032914362,MYRFL,-13.394681,1.0,-0.0017421474,C6orf163,1.8046876,1.0,0.5029885,DPEP2NB,-15.242979,1.0,-0.0016414863,PTPN11,0.33506596,0.006411862510039126,3.1197202,CACTIN,0.2447098,7.40195186821372e-31,11.683506,SEC61G,0.5478572,5.868996991153323e-47,14.500955,ORC4,0.41295052,1.2953914728950748e-17,8.711769,OSTM1,0.40784466,1.0614481246467105e-34,12.414855,ZFP42,-16.104723,1.0,-0.0075694616,TTLL6,-14.904209,1.0,-0.0017492613,SLC6A11,-17.352674,1.0,-0.0028873899,GJD2,-16.219511,1.0,-0.0016199717,NOTO,-14.292761,1.0,-0.00046900185,ERICH3,-18.067099,1.0,-0.004588405
ZC3H4,0.05480153,0.10102325893321522,1.9865247,FOXD4L6,0.0,1.0,0.0,ZMAT5,0.3600992,3.7521617496005516e-05,4.324899,DEFB136,-14.9280815,1.0,-0.0036892986,OR9G1,-16.21097,1.0,-0.0017098014,UNC93A,-15.297142,1.0,-0.0028111064,GRIA4,-17.294992,1.0,-0.0032914362,ZNRF4,-13.38968,1.0,-0.0017421474,MRRF,0.6116079,1.0,0.50256705,C7orf33,-14.98666,1.0,-0.0016414863,UQCC2,0.37996504,0.006415208676869874,3.1195087,UBA1,0.31920347,7.540685225367855e-31,11.681906,GNB4,0.43458852,6.0207923658707215e-47,14.499183,SPRED1,0.35177156,1.4422858371701262e-17,8.699533,MICA,0.71873087,1.0773788462771484e-34,12.413641,PDIA2,-17.365515,1.0,-0.0075694616,KCTD8,-13.912765,1.0,-0.0017492613,CALCR,-15.774435,1.0,-0.0028873899,FOXI2,-15.96503,1.0,-0.0016199717,TREX2,-11.504264,1.0,-0.00046900185,STMN2,-18.491045,1.0,-0.004588405
ARMC8,0.08715495,0.101360585804042,1.9850118,CLDN8,0.0,1.0,0.0,TPP2,0.21924376,3.790936479571778e-05,4.3225427,SYNPR,-16.166882,1.0,-0.0036892986,MAGEB1,-13.940712,1.0,-0.0017098014,PRB3,-16.593824,1.0,-0.0028111064,HES7,-15.705188,1.0,-0.0032914362,CCDC140,-16.682592,1.0,-0.0017421474,MITD1,0.50740397,1.0,0.5017393,PLA2G4D,-12.433895,1.0,-0.0016414863,CDC23,0.42511183,0.006484743218601496,3.1159275,MGA,0.18256244,7.718988908642299e-31,11.679896,SLC9A6,0.31069785,6.60955298479711e-47,14.492759,ZNHIT6,0.42419085,1.4751607363814655e-17,8.696948,SCAMP3,0.39618334,1.0852322573272503e-34,12.413038,CRYBB3,-16.511892,1.0,-0.0075694616,MT4,-16.682856,1.0,-0.0017492613,C1orf87,-16.358257,1.0,-0.0028873899,LY6D,-16.817083,1.0,-0.0016199717,AL121578.2,-14.944013,1.0,-0.00046900185,PPM1E,-16.32026,1.0,-0.004588405
TDG,0.5314559,0.10167253816797621,1.983659,APOF,0.0,1.0,0.0,TTC17,0.1651682,3.974982430372647e-05,4.311835,TAS2R16,-15.354266,1.0,-0.0036892986,SCP2D1,-14.235251,1.0,-0.0017098014,KRTAP15-1,-14.979713,1.0,-0.0028111064,GAST,-15.188632,1.0,-0.0032914362,OR56A3,-15.246584,1.0,-0.0017421474,ZNF500,0.8028194,1.0,0.50122225,KCNK18,-13.522282,1.0,-0.0016414863,MIIP,0.15090363,0.0065067984157761785,3.1148684,PHF20,0.69552827,7.799259865542325e-31,11.678995,MEDAG,1.1669939,6.83764461750431e-47,14.49041,ITPA,0.5640452,1.559752829506548e-17,8.690589,PIK3CA,0.38220048,1.0963646876562043e-34,12.412199,NR5A2,-16.375912,1.0,-0.0075694616,SPRR5,-15.578297,1.0,-0.0017492613,BX276092.9,-16.82624,1.0,-0.0028873899,C9orf131,-16.726748,1.0,-0.0016199717,TEX37,-14.083992,1.0,-0.00046900185,SLC26A9,-17.393406,1.0,-0.004588405
HDDC2,0.09549022,0.1018077566925785,1.9830451,FOXB2,0.0,1.0,0.0,SERBP1,0.01660717,3.9821595996768916e-05,4.3114057,CA6,-15.354266,1.0,-0.0036892986,MCCD1,-16.21097,1.0,-0.0017098014,NPBWR1,-16.70214,1.0,-0.0028111064,ARSH,-14.791547,1.0,-0.0032914362,OR52B6,-16.360949,1.0,-0.0017421474,SLC25A29,0.81565696,1.0,0.50121576,PPP1R14D,-15.242979,1.0,-0.0016414863,NANP,0.58840024,0.006536638304318077,3.113403,ELP6,0.33019242,8.446116529757648e-31,11.672197,SLC38A10,0.25126025,7.197208399906039e-47,14.486871,OTUB1,0.22906497,1.6144209798172392e-17,8.68662,CGREF1,1.136394,1.1851616765018198e-34,12.405942,SLC45A2,-17.493128,1.0,-0.0075694616,NXF5,-15.474368,1.0,-0.0017492613,OOSP4B,-17.848152,1.0,-0.0028873899,IQCF5,-15.409846,1.0,-0.0016199717,FIGLA,-15.31249,1.0,-0.00046900185,DNAH6,-18.296064,1.0,-0.004588405
C4orf48,0.58758503,0.10190044393245114,1.9826087,SLC36A3,0.0,1.0,0.0,BPNT1,0.4160652,4.061030450176354e-05,4.3068876,C10orf53,-12.83851,1.0,-0.0036892986,TECRL,-13.201679,1.0,-0.0017098014,SNTG1,-14.9412155,1.0,-0.0028111064,TMEM132E,-16.213219,1.0,-0.0032914362,MINAR2,-15.611323,1.0,-0.0017421474,MOXD1,0.39109933,1.0,0.5008117,CABP2,-16.208544,1.0,-0.0016414863,TSC22D2,0.13464631,0.006621155838668599,3.1095521,NETO2,0.4887446,8.539901188380853e-31,11.671235,NDUFS1,0.33948877,8.686864533989429e-47,14.473922,AFF4,0.23811351,1.6400164656958572e-17,8.684805,GNPDA2,0.79519963,1.232283129835798e-34,12.402797,CRTAC1,-17.910387,1.0,-0.0075694616,KPNA7,-13.967843,1.0,-0.0017492613,HNF1B,-16.455442,1.0,-0.0028873899,LRRC38,-17.629034,1.0,-0.0016199717,PRR9,-16.396702,1.0,-0.00046900185,CACNB2,-17.06976,1.0,-0.004588405
LNPK,0.106620066,0.10194734241031882,1.9823631,SLC22A11,0.0,1.0,0.0,BABAM2,0.2896123,4.162107114353137e-05,4.3013244,USP17L3,-16.97785,1.0,-0.0036892986,C17orf50,-16.305098,1.0,-0.0017098014,AGR2,-16.262709,1.0,-0.0028111064,LLCFC1,-16.271427,1.0,-0.0032914362,SPATA31D1,-15.246584,1.0,-0.0017421474,TLL1,0.6861774,1.0,0.49881512,GPRC6A,-16.338173,1.0,-0.0016414863,CASC4,0.17413802,0.006628087423007428,3.1091855,GMFB,0.3415325,8.641906186994499e-31,11.670202,RNF25,0.5333934,9.239827155041616e-47,14.469659,AKAP9,0.19648954,1.660534322696225e-17,8.683364,MAP2K7,0.3040997,1.4492121222082964e-34,12.389756,UGT1A9,-17.130095,1.0,-0.0075694616,CA14,-13.532949,1.0,-0.0017492613,CDH18,-17.031021,1.0,-0.0028873899,KLK14,-16.234995,1.0,-0.0016199717,RAB6C,-14.798013,1.0,-0.00046900185,C5orf52,-16.599064,1.0,-0.004588405
PRMT9,-0.10352307,0.10205226333793932,1.9818764,DEFB116,0.0,1.0,0.0,ENSA,-0.01681005,4.170833128272808e-05,4.30083,DEFB4A,-15.354266,1.0,-0.0036892986,DHH,-16.037636,1.0,-0.0017098014,OR1D5,-15.297142,1.0,-0.0028111064,ESRRG,-17.750456,1.0,-0.0032914362,SPATA31D3,-16.21215,1.0,-0.0017421474,TRPC6,2.4832451,1.0,0.49844798,ITLN2,-13.664577,1.0,-0.0016414863,SLC30A5,0.24331571,0.006751721769243772,3.1034899,UQCRB,0.19076088,9.007860332054071e-31,11.666652,MTG1,0.19196081,1.0107635575735237e-46,14.463465,AADAT,1.5027732,1.7467978183446893e-17,8.677577,PRRG1,0.97455406,1.4933945699747712e-34,12.387304,IFNA5,-17.321701,1.0,-0.0075694616,OR2AP1,-13.115068,1.0,-0.0017492613,ARSH,-14.788571,1.0,-0.0028873899,OR10R2,-15.832036,1.0,-0.0016199717,PPP1R3A,-15.216513,1.0,-0.00046900185,CYP4F2,-17.669577,1.0,-0.004588405
DDX56,0.320717,0.10244055056125448,1.9802144,PVRIG,0.0,1.0,0.0,ABCA7,0.16271086,4.2374086942361674e-05,4.2971697,ETV3L,-15.66652,1.0,-0.0036892986,MT1H,-16.168297,1.0,-0.0017098014,TMEM196,-14.578277,1.0,-0.0028111064,TAS2R50,-15.894307,1.0,-0.0032914362,GLIPR1L1,-12.39506,1.0,-0.0017421474,ERCC2,0.17975609,1.0,0.49619508,GBX1,-13.445007,1.0,-0.0016414863,PTPN21,0.82586807,0.0069218809270223825,3.0959437,PSMD9,0.25625375,9.387993526452098e-31,11.663111,HAUS6,0.1384412,1.0956802149986335e-46,14.457893,PPP6R1,0.14820401,1.7517855529439032e-17,8.677226,EHD3,1.3527123,1.5001070895872375e-34,12.386923,DMBT1,-16.794199,1.0,-0.0075694616,CACNG1,-16.682856,1.0,-0.0017492613,CA4,-16.710772,1.0,-0.0028873899,ADH1A,-15.450265,1.0,-0.0016199717,OSGEPL1,1.0694245,1.0,-0.00060843484,SMIM2,-14.941876,1.0,-0.004588405
HELB,-0.013008112,0.10342325647797791,1.9758555,BMP15,0.0,1.0,0.0,DIO1,4.181939,4.256410624717633e-05,4.2961473,HYAL4,-15.887313,1.0,-0.0036892986,CALML5,-16.073786,1.0,-0.0017098014,KRTAP23-1,-16.70214,1.0,-0.0028111064,SLC6A11,-17.35565,1.0,-0.0032914362,RPE65,-14.7802515,1.0,-0.0017421474,UPF3B,0.5880453,1.0,0.49601257,ASB10,-13.43209,1.0,-0.0016414863,HILPDA,0.820683,0.006947181872104022,3.0948038,ARMC9,1.4839957,9.708439165018749e-31,11.660231,ODR4,0.2363942,1.1245161446014261e-46,14.456086,C6orf120,0.35854152,1.976406296219734e-17,8.663381,BDKRB1,1.233942,1.5567502931075877e-34,12.383928,C2orf50,-16.983202,1.0,-0.0075694616,SP5,-14.5130625,1.0,-0.0017492613,MT3,-18.194206,1.0,-0.0028873899,IFNA6,-16.131378,1.0,-0.0016199717,CABS1,-17.033009,1.0,-0.0009380037,DSC3,-16.85056,1.0,-0.004588405
